acc_x	acc_y	acc_z	mag	dif_x	dif_y	dif_z	diff_mag
-0.01	-0.22	0.33	0.40	1745.60	662.40	5597.60	5900.76	
-0.07	-0.22	0.45	0.51	2363.20	662.40	7453.60	7847.27	
-0.14	-0.21	0.61	0.66	2408.00	662.40	7453.60	7860.88	
0.06	0.02	0.81	0.81	8758.20	7767.00	7003.00	13640.91	
0.03	0.03	0.85	0.85	9627.00	7669.40	7003.00	14161.24	
0.02	0.03	0.81	0.81	9627.00	7827.00	8215.80	14880.87	
0.02	0.03	0.78	0.79	9694.20	7936.60	8215.80	14982.21	
0.03	0.04	0.85	0.85	9694.20	8080.60	10256.60	16262.58	
0.03	0.05	0.91	0.92	9694.20	8068.60	10305.40	16287.45	
0.05	0.06	0.98	0.99	9548.60	7867.00	8005.40	14736.07	
0.08	0.06	0.91	0.92	9928.60	7879.80	8458.20	15238.42	
0.31	0.07	0.78	0.84	15746.20	8198.20	8424.60	19650.12	
0.42	0.07	0.80	0.91	11920.60	7958.20	8424.60	16625.51	
0.22	-0.16	0.77	0.82	7495.20	1788.80	8424.60	11417.17	
0.26	-0.19	0.81	0.87	7337.60	1268.00	8424.60	11243.76	
0.33	-0.16	0.92	0.99	8457.60	1546.40	7863.00	11651.14	
0.31	-0.19	1.10	1.16	9066.40	2496.80	7910.20	12288.40	
0.26	-0.20	1.17	1.21	9684.00	2466.40	7861.40	12714.74	
0.29	-0.17	1.20	1.25	10732.80	3093.60	7861.40	13658.88	
0.31	-0.16	1.21	1.25	10352.80	3093.60	7861.40	13362.35	
0.30	-0.15	1.25	1.29	10660.80	2762.40	8498.20	13910.53	
0.10	-0.15	1.31	1.32	7048.00	2816.00	7313.40	10539.92	
0.03	-0.14	1.20	1.21	4740.80	2816.00	7372.80	9206.69	
0.03	-0.10	1.14	1.15	4753.60	2885.60	5257.60	7652.83	
0.01	-0.07	1.15	1.15	4809.60	1930.40	5275.20	7395.03	
-0.05	-0.06	1.16	1.17	2712.80	1965.60	4678.40	5754.15	
-0.04	-0.01	1.08	1.08	2905.60	980.00	4016.00	5052.84	
0.01	-0.01	1.03	1.03	1554.40	744.00	2972.80	3436.17	
-0.02	-0.02	1.03	1.03	1036.00	478.40	2908.80	3124.62	
-0.03	-0.03	1.07	1.07	842.40	450.40	2151.20	2353.75	
-0.01	-0.04	1.09	1.09	908.00	545.60	1629.60	1943.64	
0.01	-0.06	1.08	1.08	800.80	477.60	1410.40	1690.74	
0.02	-0.07	1.10	1.10	810.40	552.00	925.60	1348.40	
0.04	-0.08	1.10	1.10	810.40	584.00	1007.20	1418.54	
0.06	-0.10	1.11	1.12	578.40	584.00	1182.40	1440.03	
0.07	-0.11	1.12	1.13	409.60	536.80	1182.40	1361.62	
0.07	-0.13	1.13	1.14	409.60	300.80	994.40	1116.73	
0.08	-0.13	1.14	1.15	371.20	300.80	848.80	974.03	
0.09	-0.13	1.13	1.14	211.20	250.40	602.40	685.71	
0.08	-0.13	1.13	1.14	284.00	260.80	625.60	734.88	
0.08	-0.13	1.13	1.14	319.20	248.00	616.00	736.78	
0.07	-0.12	1.12	1.13	319.20	292.00	531.20	685.07	
0.06	-0.12	1.12	1.13	330.40	305.60	546.40	707.89	
0.05	-0.11	1.11	1.12	291.20	323.20	546.40	698.43	
0.04	-0.10	1.11	1.11	291.20	315.20	388.00	578.53	
0.04	-0.09	1.10	1.10	244.00	291.20	256.80	458.56	
0.03	-0.08	1.10	1.10	244.00	187.20	229.60	383.79	
0.03	-0.08	1.10	1.10	230.40	145.60	216.00	347.76	
0.03	-0.08	1.10	1.10	140.00	106.40	216.00	278.53	
0.03	-0.08	1.10	1.10	140.00	165.60	197.60	293.38	
0.03	-0.08	1.10	1.10	175.20	168.80	220.80	328.54	
0.04	-0.09	1.10	1.11	208.80	194.40	220.80	360.75	
0.04	-0.09	1.11	1.11	229.60	194.40	135.20	329.83	
0.05	-0.10	1.11	1.11	201.60	179.20	196.80	333.89	
0.05	-0.10	1.11	1.12	201.60	144.00	261.60	360.30	
0.05	-0.11	1.11	1.12	144.00	88.80	261.60	311.54	
0.06	-0.11	1.11	1.12	160.00	88.80	269.60	325.84	
0.06	-0.11	1.12	1.12	126.40	88.80	269.60	310.72	
0.06	-0.11	1.11	1.12	138.40	82.40	269.60	314.05	
0.06	-0.11	1.11	1.12	158.40	99.20	269.60	328.05	
0.05	-0.10	1.11	1.12	158.40	106.40	276.80	336.20	
0.05	-0.10	1.11	1.11	164.80	104.80	241.60	310.66	
0.05	-0.10	1.11	1.11	143.20	97.60	241.60	297.33	
0.04	-0.10	1.11	1.11	121.60	102.40	241.60	289.21	
0.04	-0.09	1.10	1.11	92.00	100.80	200.00	242.13	
0.04	-0.09	1.10	1.11	92.00	63.20	148.00	185.37	
0.04	-0.09	1.10	1.11	71.20	78.40	136.00	172.37	
0.04	-0.09	1.10	1.11	76.00	78.40	136.00	174.41	
0.04	-0.10	1.10	1.11	104.80	95.20	136.00	196.32	
0.05	-0.10	1.10	1.11	93.60	97.60	151.20	202.85	
0.05	-0.10	1.11	1.11	96.00	96.00	151.20	203.21	
0.05	-0.10	1.11	1.11	106.40	88.00	144.80	200.08	
0.05	-0.10	1.11	1.11	106.40	88.00	107.20	174.81	
0.05	-0.10	1.11	1.11	96.80	65.60	115.20	164.15	
0.05	-0.10	1.11	1.12	99.20	78.40	135.20	185.11	
0.05	-0.10	1.11	1.12	109.60	78.40	135.20	190.89	
0.05	-0.10	1.11	1.12	109.60	60.80	148.00	193.94	
0.05	-0.10	1.11	1.12	118.40	60.80	148.00	199.05	
0.05	-0.10	1.11	1.12	81.60	78.40	148.00	186.30	
0.05	-0.10	1.11	1.12	81.60	76.80	165.60	199.95	
0.05	-0.10	1.11	1.12	81.60	92.80	165.60	206.62	
0.04	-0.10	1.11	1.12	63.20	72.00	184.80	208.16	
0.05	-0.10	1.11	1.11	81.60	72.80	196.00	224.44	
0.05	-0.10	1.11	1.11	81.60	81.60	196.00	227.45	
0.05	-0.10	1.11	1.11	81.60	60.00	182.40	208.63	
0.05	-0.10	1.11	1.11	68.80	60.00	182.40	203.97	
0.05	-0.10	1.11	1.11	68.80	61.60	158.40	183.35	
0.05	-0.10	1.11	1.11	74.40	61.60	160.80	187.58	
0.05	-0.10	1.10	1.11	67.20	52.00	161.60	182.58	
0.05	-0.10	1.11	1.11	98.40	54.40	168.80	202.82	
0.05	-0.10	1.10	1.11	98.40	59.20	168.80	204.16	
0.05	-0.10	1.11	1.11	103.20	59.20	183.20	218.44	
0.05	-0.10	1.10	1.11	110.40	59.20	205.60	240.76	
0.05	-0.10	1.11	1.11	95.20	60.80	205.60	234.59	
0.05	-0.10	1.11	1.11	95.20	59.20	216.00	243.36	
0.04	-0.10	1.11	1.11	94.40	59.20	216.00	243.05	
0.04	-0.10	1.11	1.11	94.40	50.40	216.00	241.06	
0.04	-0.10	1.11	1.11	87.20	53.60	216.00	239.02	
0.04	-0.10	1.11	1.11	87.20	51.20	199.20	223.40	
0.05	-0.10	1.11	1.11	72.80	60.00	159.20	185.05	
0.05	-0.10	1.11	1.11	72.80	38.40	155.20	175.67	
0.05	-0.10	1.11	1.11	84.00	32.80	155.20	179.50	
0.05	-0.10	1.11	1.11	76.00	38.40	110.40	139.42	
0.05	-0.10	1.11	1.11	71.20	38.40	126.40	150.07	
0.05	-0.10	1.11	1.11	72.80	52.00	105.60	138.40	
0.05	-0.10	1.11	1.11	72.80	49.60	154.40	177.76	
0.05	-0.10	1.11	1.12	72.80	59.20	154.40	180.68	
0.05	-0.10	1.11	1.11	63.20	48.00	159.20	177.88	
0.05	-0.10	1.11	1.11	65.60	48.00	159.20	178.75	
0.05	-0.10	1.11	1.11	55.20	54.40	159.20	177.06	
0.05	-0.10	1.11	1.11	56.00	67.20	156.80	179.55	
0.05	-0.10	1.11	1.11	56.00	67.20	155.20	178.15	
0.05	-0.10	1.11	1.11	48.00	65.60	155.20	175.20	
0.05	-0.10	1.11	1.11	60.80	55.20	172.80	191.32	
0.05	-0.10	1.11	1.11	58.40	60.00	172.80	192.02	
0.05	-0.10	1.11	1.11	48.00	60.00	132.00	152.74	
0.05	-0.10	1.11	1.11	41.60	63.20	132.00	152.15	
0.05	-0.10	1.11	1.11	42.40	64.00	129.60	150.63	
0.05	-0.10	1.11	1.11	56.00	68.00	128.80	156.04	
0.05	-0.10	1.10	1.11	56.00	56.80	158.40	177.35	
0.05	-0.10	1.10	1.11	52.80	49.60	132.80	151.27	
0.05	-0.10	1.10	1.11	65.60	49.60	176.00	194.27	
0.05	-0.10	1.10	1.11	65.60	56.80	176.00	196.23	
0.05	-0.10	1.10	1.11	64.80	56.80	166.40	187.39	
0.05	-0.10	1.10	1.11	59.20	40.00	184.80	198.13	
0.05	-0.10	1.10	1.11	68.00	42.40	176.80	194.11	
0.05	-0.10	1.10	1.11	68.00	43.20	181.60	198.67	
0.05	-0.10	1.10	1.11	62.40	43.20	196.00	210.18	
0.05	-0.10	1.10	1.11	58.40	39.20	185.60	198.48	
0.05	-0.10	1.10	1.11	56.80	49.60	170.40	186.34	
0.05	-0.10	1.11	1.11	64.80	66.40	169.60	193.32	
0.05	-0.10	1.11	1.11	55.20	66.40	169.60	190.32	
0.05	-0.10	1.10	1.11	60.80	75.20	190.40	213.55	
0.05	-0.10	1.10	1.11	60.00	68.80	191.20	211.87	
0.05	-0.10	1.11	1.11	55.20	99.20	172.00	206.09	
0.05	-0.10	1.11	1.11	72.00	98.40	172.00	210.83	
0.05	-0.10	1.10	1.11	72.00	99.20	158.40	200.29	
0.05	-0.10	1.08	1.08	288.00	163.20	994.40	1048.05	
0.03	-0.10	1.06	1.06	956.80	260.80	994.40	1404.39	
0.01	-0.10	1.06	1.07	1008.80	228.80	994.40	1434.87	
-0.01	-0.11	1.05	1.06	994.40	389.60	1217.60	1619.62	
-0.03	-0.14	1.03	1.04	1147.20	1288.80	1735.20	2447.04	
0.03	-0.15	1.12	1.13	3137.60	1286.40	4692.60	5789.63	
0.05	-0.15	1.19	1.20	3137.60	1279.20	4669.40	5769.24	
0.09	-0.13	1.14	1.16	3941.60	1900.80	6121.40	7524.68	
0.10	-0.12	1.12	1.14	3940.00	1893.60	6077.40	7486.26	
0.09	-0.14	1.11	1.12	4224.00	2324.80	5686.20	7455.18	
0.08	-0.13	1.16	1.17	3811.20	2508.80	6564.60	7994.58	
0.11	-0.12	1.13	1.14	4338.40	2483.20	7530.20	9038.36	
0.11	-0.10	1.13	1.14	4400.00	2712.80	7635.00	9220.22	
0.10	-0.09	1.15	1.16	4396.80	2712.80	7767.00	9328.31	
0.10	-0.07	1.17	1.18	4396.80	1892.80	7027.80	8503.21	
0.06	-0.05	1.08	1.09	3019.20	2601.60	6371.20	7515.06	
0.04	-0.04	1.00	1.00	3405.60	2308.00	4188.00	5870.63	
0.01	-0.08	1.03	1.04	2428.00	2891.20	3605.60	5220.59	
0.02	-0.13	1.10	1.11	2717.60	2700.00	5264.80	6511.03	
0.04	-0.17	1.16	1.17	2596.00	3294.40	4182.40	5923.24	
0.04	-0.18	1.17	1.18	2668.00	3294.40	4182.40	5955.15	
0.06	-0.19	1.21	1.23	3212.00	3294.40	2702.40	5336.01	
0.11	-0.22	1.20	1.22	3260.00	3292.80	2895.20	5463.73	
0.15	-0.23	1.19	1.22	2976.80	3146.40	2559.20	5030.97	
0.18	-0.20	1.17	1.20	2231.20	2920.00	2965.60	4722.23	
0.16	-0.19	1.16	1.18	2019.20	3312.80	2416.80	4570.86	
0.14	-0.20	1.19	1.22	2407.20	3312.80	3349.60	5290.47	
0.10	-0.13	1.22	1.23	2903.20	4728.00	2549.60	6105.98	
0.06	-0.03	1.17	1.17	2525.60	5283.20	2852.80	6513.78	
0.05	0.08	1.09	1.10	2167.20	3452.00	3363.20	5284.33	
0.07	0.11	1.05	1.06	1897.60	3402.40	2306.40	4527.33	
0.06	0.14	1.07	1.08	1897.60	3552.00	2711.20	4854.71	
0.07	0.17	1.09	1.11	2273.60	3201.60	2599.20	4709.07	
0.09	0.18	1.10	1.12	2273.60	2699.20	2599.20	4383.01	
0.13	0.19	1.12	1.14	2530.40	2676.00	2599.20	4507.74	
0.18	0.18	1.14	1.17	2953.60	2360.00	2016.80	4284.95	
0.23	0.19	1.12	1.15	2953.60	1928.80	2194.40	4154.45	
0.29	0.17	1.11	1.16	2784.00	1928.80	2086.40	3977.94	
0.34	0.13	1.13	1.19	2279.20	1847.20	2491.20	3848.76	
0.38	0.10	1.20	1.26	2140.00	847.20	2219.20	3197.22	
0.43	0.10	1.23	1.30	2650.40	876.80	1520.80	3179.03	
0.44	0.10	1.24	1.32	2269.60	960.80	1465.60	2867.44	
0.42	0.11	1.23	1.31	2137.60	960.80	1615.20	2846.29	
0.42	0.13	1.24	1.31	2137.60	887.20	1681.60	2860.81	
0.40	0.14	1.24	1.31	2433.60	783.20	1606.40	3019.33	
0.37	0.15	1.23	1.29	1666.40	1144.00	1606.40	2581.89	
0.38	0.17	1.23	1.30	1666.40	985.60	1550.40	2480.33	
0.37	0.16	1.22	1.29	1458.40	1284.80	1550.40	2486.24	
0.37	0.12	1.21	1.27	1458.40	1748.00	1550.40	2754.30	
0.38	0.10	1.18	1.24	1458.40	1699.20	960.00	2436.35	
0.36	0.08	1.18	1.23	1106.40	1788.80	960.00	2312.04	
0.38	0.05	1.17	1.23	1272.00	1813.60	852.00	2373.40	
0.41	0.00	1.19	1.26	1185.60	2224.00	804.80	2645.66	
0.43	-0.03	1.18	1.26	1381.60	2130.40	804.80	2663.67	
0.46	-0.05	1.19	1.28	1370.40	2130.40	875.20	2680.03	
0.49	-0.08	1.20	1.30	1061.60	1803.20	818.40	2246.84	
0.50	-0.10	1.21	1.32	1061.60	1275.20	744.00	1818.42	
0.51	-0.09	1.22	1.33	1000.00	1389.60	565.60	1803.02	
0.52	-0.06	1.22	1.32	860.80	1126.40	715.20	1587.85	
0.51	-0.04	1.20	1.31	723.20	1375.20	962.40	1827.68	
0.49	-0.03	1.18	1.28	1396.00	1375.20	1140.80	2267.47	
0.47	-0.00	1.14	1.24	1396.00	1453.60	1349.60	2425.53	
0.44	0.02	1.10	1.19	1500.80	1016.00	1073.60	2106.48	
0.40	0.02	1.08	1.15	1304.00	879.20	1073.60	1904.21	
0.37	0.02	1.05	1.11	1209.60	960.80	931.20	1803.72	
0.34	0.01	1.03	1.09	1178.40	986.40	931.20	1796.87	
0.32	-0.00	1.01	1.06	1012.80	1052.80	849.60	1689.96	
0.31	-0.02	1.00	1.05	855.20	1052.80	696.00	1524.52	
0.31	-0.04	1.00	1.04	874.40	1052.80	505.60	1458.97	
0.29	-0.06	1.00	1.04	494.40	702.40	505.60	996.71	
0.30	-0.08	0.99	1.04	436.00	702.40	505.60	969.07	
0.30	-0.09	1.00	1.05	436.00	463.20	505.60	812.58	
0.30	-0.10	1.00	1.05	515.20	326.40	393.60	725.87	
0.30	-0.11	1.01	1.06	515.20	257.60	412.00	708.19	
0.29	-0.12	1.01	1.06	644.00	402.40	375.20	847.02	
0.28	-0.12	1.00	1.05	709.60	342.40	535.20	952.48	
0.27	-0.13	1.00	1.05	709.60	424.80	535.20	985.10	
0.25	-0.14	0.99	1.03	759.20	433.60	611.20	1066.75	
0.23	-0.15	0.98	1.02	690.40	433.60	529.60	972.18	
0.21	-0.16	0.98	1.01	736.80	462.40	333.60	931.65	
0.19	-0.17	0.98	1.01	459.20	379.20	477.60	763.39	
0.17	-0.18	0.98	1.02	496.80	309.60	477.60	755.49	
0.16	-0.18	0.98	1.01	554.40	344.80	484.80	813.19	
0.14	-0.18	0.98	1.00	459.20	380.00	556.80	815.65	
0.13	-0.17	0.97	0.99	434.40	380.00	543.20	792.57	
0.12	-0.17	0.96	0.98	434.40	380.00	552.80	799.18	
0.10	-0.17	0.95	0.97	528.80	380.00	481.60	809.92	
0.10	-0.16	0.94	0.95	528.80	471.20	664.80	971.40	
0.09	-0.15	0.92	0.93	482.40	547.20	787.20	1073.23	
0.09	-0.15	0.90	0.92	560.80	508.00	787.20	1091.90	
0.08	-0.14	0.89	0.90	576.80	464.80	742.40	1048.76	
0.07	-0.13	0.87	0.88	519.20	368.80	593.60	870.60	
0.08	-0.13	0.86	0.88	586.40	440.00	511.20	893.75	
0.07	-0.14	0.87	0.88	672.00	540.80	684.00	1100.87	
0.07	-0.14	0.89	0.90	672.00	522.40	908.00	1244.57	
0.07	-0.14	0.90	0.92	596.80	604.00	908.00	1243.16	
0.07	-0.13	0.92	0.93	544.00	540.80	920.80	1198.45	
0.07	-0.12	0.94	0.95	559.20	528.00	920.80	1199.73	
0.06	-0.11	0.97	0.98	467.20	581.60	834.40	1119.27	
0.05	-0.10	1.00	1.00	300.00	588.80	914.40	1128.19	
0.06	-0.09	1.03	1.03	277.60	575.20	1131.20	1299.05	
0.05	-0.08	1.06	1.07	317.60	590.40	968.80	1178.14	
0.05	-0.06	1.09	1.09	160.00	797.60	692.80	1068.52	
0.05	-0.03	1.10	1.10	226.40	736.80	468.80	902.17	
0.04	-0.01	1.10	1.11	231.20	655.20	468.80	838.16	
0.04	0.00	1.10	1.10	232.80	577.60	500.00	798.63	
0.03	0.01	1.10	1.10	366.40	514.40	551.20	838.26	
0.03	0.01	1.09	1.09	506.40	690.40	923.20	1259.12	
0.03	-0.00	1.08	1.08	504.00	704.00	923.20	1265.67	
0.04	0.09	1.17	1.17	500.00	3540.80	3629.40	5095.08	
-0.00	0.14	1.10	1.10	1674.40	3525.60	5991.80	7150.88	
-0.03	0.22	1.10	1.12	1674.40	4278.40	6183.00	7703.10	
-0.05	0.26	1.10	1.13	1538.40	4150.40	6183.00	7604.08	
-0.05	0.26	1.12	1.15	1544.80	4150.40	6675.00	8010.48	
-0.02	0.28	1.05	1.09	2334.40	4604.80	8799.00	10201.76	
-0.09	0.31	1.05	1.10	4537.60	4652.80	8706.20	10864.45	
-0.13	0.33	1.09	1.14	4537.60	4652.80	9816.60	11773.02	
-0.18	0.35	1.14	1.21	4481.60	4652.80	9885.40	11809.08	
-0.23	0.37	1.18	1.26	4772.00	4010.40	8741.40	10736.26	
-0.27	0.30	1.14	1.21	3480.00	2919.20	7544.00	8805.91	
-0.27	0.25	1.29	1.34	3549.60	3071.20	6006.40	7622.91	
-0.27	0.19	1.37	1.41	3648.80	1734.40	6164.60	7370.49	
-0.29	0.17	1.45	1.49	3648.80	1248.00	5672.60	6859.27	
-0.25	0.19	1.49	1.53	3930.40	963.20	5672.60	6968.08	
-0.25	0.19	1.65	1.68	3930.40	1032.00	4487.60	6054.06	
-0.16	0.17	1.75	1.77	3044.00	1407.20	3374.80	4757.67	
-0.07	0.14	1.81	1.82	3554.40	1464.00	2931.60	4834.39	
0.01	0.11	1.84	1.84	3667.20	1608.00	2931.60	4962.69	
0.10	0.11	1.90	1.91	3869.60	1608.00	2694.80	4982.11	
0.20	0.10	1.94	1.95	3668.00	1506.40	1737.80	4329.37	
0.28	0.09	1.91	1.93	3668.00	1527.20	2604.20	4750.62	
0.38	0.05	1.84	1.88	3786.40	1967.20	3762.60	5688.92	
0.46	0.00	1.76	1.82	1957.60	2149.60	3563.60	4599.15	
0.49	-0.05	1.68	1.75	1957.60	1988.80	3973.20	4855.29	
0.53	-0.10	1.57	1.65	1957.60	1355.20	4606.00	5184.98	
0.57	-0.11	1.45	1.57	1043.20	1100.00	4320.60	4578.85	
0.57	-0.12	1.33	1.45	1068.80	1033.60	4547.00	4783.92	
0.56	-0.11	1.22	1.35	1151.20	817.60	4729.40	4935.68	
0.53	-0.12	1.10	1.22	1434.40	834.40	4729.40	5012.08	
0.50	-0.12	0.96	1.09	1091.20	866.40	3960.80	4198.73	
0.47	-0.11	0.86	0.99	1374.40	1028.80	2802.40	3286.46	
0.43	-0.08	0.79	0.91	1374.40	1277.60	2237.60	2920.29	
0.40	-0.04	0.74	0.84	1356.00	1417.60	2072.00	2853.33	
0.36	-0.01	0.70	0.79	1316.80	1356.80	1439.20	2376.17	
0.33	0.00	0.67	0.75	1200.80	1054.40	1548.80	2225.41	
0.30	0.00	0.64	0.71	756.00	1015.20	872.00	1537.06	
0.28	0.01	0.64	0.70	673.60	1070.40	689.60	1440.50	
0.26	0.01	0.64	0.69	555.20	1137.60	709.60	1451.18	
0.25	0.02	0.62	0.67	770.40	951.20	453.60	1305.39	
0.22	0.03	0.62	0.66	736.80	863.20	504.80	1242.10	
0.20	0.03	0.60	0.63	975.20	863.20	805.60	1531.38	
0.17	0.03	0.56	0.59	1189.60	863.20	1190.40	1891.38	
0.13	0.03	0.52	0.53	1572.00	732.80	1806.40	2504.25	
0.07	0.02	0.46	0.46	1711.20	732.80	1992.80	2726.99	
0.02	0.02	0.39	0.39	1816.80	732.80	2345.60	3056.08	
-0.03	0.01	0.31	0.31	1816.80	928.80	2629.60	3328.40	
-0.08	-0.00	0.22	0.23	1652.00	928.80	3138.40	3666.24	
-0.13	-0.01	0.11	0.17	1448.00	928.80	3515.20	3913.57	
-0.18	-0.02	-0.00	0.18	1648.00	1201.60	3602.40	4139.69	
-0.21	-0.05	-0.12	0.25	1409.60	1533.60	3562.40	4126.69	
-0.22	-0.08	-0.24	0.33	1206.40	1533.60	3108.80	3670.42	
-0.21	-0.11	-0.35	0.42	1641.60	1533.60	3193.60	3904.59	
-0.16	-0.13	-0.48	0.52	2136.00	1295.20	3751.20	4506.83	
-0.12	-0.14	-0.61	0.63	2203.20	989.60	3939.20	4620.68	
-0.05	-0.13	-0.74	0.75	2464.80	1112.80	4111.20	4920.93	
0.01	-0.11	-0.86	0.87	2616.80	1199.20	3582.40	4595.58	
0.09	-0.10	-0.98	0.99	2898.40	903.20	3436.00	4585.04	
0.15	-0.07	-1.13	1.14	2898.40	1468.00	4993.60	5957.50	
0.23	-0.01	-1.28	1.30	2801.60	2224.00	4688.00	5896.82	
0.36	0.05	-1.42	1.47	4010.40	1992.00	4512.80	6357.42	
0.54	0.13	-1.55	1.65	5671.20	2887.20	3812.00	7418.21	
0.66	0.16	-1.61	1.75	5176.80	2737.60	2958.40	6560.93	
0.83	0.19	-1.56	1.78	7336.80	2564.80	4583.20	9022.89	
0.76	0.18	-1.34	1.55	9496.00	2864.80	9500.80	13734.86	
0.71	0.18	-1.11	1.32	9496.00	2864.80	9626.40	13822.04	
0.65	0.18	-0.87	1.10	9496.00	2864.80	9849.60	13978.40	
0.80	-0.03	-0.52	0.96	14359.80	9472.80	13107.00	21627.10	
0.59	-0.24	-0.52	0.83	21238.20	9472.80	13107.00	26694.35	
0.66	-0.09	-0.52	0.84	21537.40	14629.40	13107.00	29149.14	
0.46	0.08	-0.12	0.48	28175.80	13675.80	26103.60	40771.33	
0.21	-0.03	-0.12	0.25	26815.00	15470.20	26214.00	40565.32	
0.04	-0.04	-0.15	0.17	26815.00	15470.20	26214.00	40565.32	
-0.17	-0.04	-0.13	0.22	19794.20	15491.80	26214.00	36317.76	
-0.16	-0.01	-0.25	0.30	19166.20	15157.40	26214.00	35836.63	
-0.16	-0.01	-0.39	0.42	19203.80	14980.60	26334.80	35870.96	
-0.17	-0.00	-0.52	0.54	19203.80	15000.60	26334.80	35879.32	
-0.39	0.22	-0.73	0.85	12093.60	15495.00	19398.20	27615.94	
-0.23	0.44	-0.53	0.73	7142.40	8279.80	19711.00	22540.91	
-0.36	0.26	-0.33	0.55	3044.00	8439.00	13227.80	15983.03	
-0.26	0.07	-0.53	0.60	2632.00	2457.60	6739.20	7640.94	
-0.18	0.12	-0.33	0.39	1794.40	1057.60	5866.40	6225.19	
-0.12	0.12	-0.15	0.23	1289.60	924.80	1612.80	2262.62	
0.10	0.31	-0.08	0.33	7430.20	6981.40	2115.20	10412.58	
0.21	0.49	-0.04	0.54	7430.20	6981.40	2115.20	10412.58	
0.24	0.50	-0.00	0.55	7199.00	6961.40	1950.40	10202.49	
0.13	0.29	0.23	0.39	10788.60	13682.20	7791.00	19086.54	
0.18	0.29	0.44	0.56	12297.40	13682.20	7478.20	19858.30	
0.32	0.47	0.61	0.83	15273.40	19504.40	7398.20	25854.05	
0.36	0.55	0.65	0.93	15032.60	19504.40	7343.00	25696.70	
0.40	0.59	0.65	0.96	14757.40	19504.40	7511.00	25585.50	
0.46	0.66	0.68	1.06	15388.60	20717.20	8715.00	27238.99	
0.47	0.71	0.67	1.08	15090.20	19136.40	9207.00	26051.58	
0.27	0.54	0.64	0.88	12172.80	19659.00	8547.00	24651.66	
0.18	0.37	0.65	0.77	9596.00	14319.80	8907.00	19402.95	
0.16	0.36	0.66	0.77	9372.00	14319.80	8634.20	19168.74	
0.36	0.72	0.50	0.95	7118.40	12303.80	8634.20	16631.43	
0.50	0.89	0.42	1.11	6908.00	7923.00	7423.20	12868.50	
0.50	0.49	0.46	0.84	6908.00	17803.00	8634.20	20957.50	
0.44	0.40	0.59	0.84	8935.20	15954.20	8634.20	20221.86	
0.43	0.39	0.71	0.91	8935.20	15954.20	7212.60	19656.96	
0.38	0.38	0.70	0.88	7671.20	15469.40	7212.60	18712.86	
0.38	0.40	0.72	0.91	7589.60	15785.40	6922.20	18833.42	
0.40	0.37	0.53	0.76	7465.60	16390.20	13382.20	22437.85	
0.41	0.35	0.53	0.75	7465.60	15785.40	13406.20	22014.55	
0.41	0.38	0.55	0.78	7496.00	15482.20	13107.00	21625.96	
0.30	0.37	0.34	0.58	8028.80	15482.20	19375.00	26068.19	
-0.07	0.31	0.42	0.53	12409.60	13660.00	19375.00	26757.88	
-0.19	0.48	0.33	0.61	8462.40	8168.00	21542.20	24543.73	
-0.17	0.44	0.32	0.57	7811.20	8168.00	21240.60	24060.22	
-0.22	0.38	0.41	0.60	8591.20	8168.00	22315.60	25268.77	
-0.30	0.31	0.57	0.71	9581.60	8168.00	22315.60	25622.44	
-0.38	0.23	0.70	0.83	9439.20	5865.60	22315.60	24929.70	
-0.44	0.23	1.01	1.12	9351.20	5925.60	15153.20	18766.38	
-0.49	0.23	1.07	1.19	8490.40	6044.00	14791.60	18094.43	
-0.51	0.21	1.10	1.23	7957.60	6078.40	14791.60	17862.30	
-0.51	0.07	1.34	1.43	7846.40	6008.80	7297.20	12284.98	
-0.36	-0.06	1.22	1.27	2845.60	1812.80	4356.60	5510.32	
-0.44	-0.08	1.29	1.36	3058.40	2568.80	4827.80	6265.80	
-0.47	-0.04	1.20	1.29	2278.40	3774.40	7587.00	8774.95	
-0.48	-0.01	1.10	1.20	2142.40	3122.40	7283.20	8208.79	
-0.45	0.01	1.02	1.12	2045.60	3272.80	5820.00	6983.42	
-0.42	0.08	0.98	1.07	1732.80	4488.80	5133.60	7036.03	
-0.37	0.16	1.04	1.12	2587.20	5495.20	7204.00	9422.76	
-0.33	0.18	1.08	1.14	2658.40	5495.20	7204.00	9442.56	
-0.29	0.21	1.08	1.14	2683.20	5822.40	7078.40	9550.06	
-0.22	0.26	1.11	1.16	3484.00	6282.40	7394.40	10309.41	
-0.13	0.28	1.09	1.13	3616.00	6282.40	7956.00	10762.99	
-0.04	0.34	0.97	1.03	2620.00	4290.40	4725.60	6899.51	
0.04	0.36	0.96	1.02	3417.60	4928.80	4725.60	7635.73	
0.11	0.41	0.97	1.06	3289.60	5682.40	4725.60	8089.65	
0.16	0.42	0.98	1.08	3275.20	5343.20	5017.60	8028.26	
0.20	0.38	0.98	1.07	2139.20	5714.40	4748.80	7731.86	
0.21	0.31	0.93	1.00	1948.80	3616.00	2868.00	5009.86	
0.21	0.32	0.93	1.01	1962.40	3313.60	3052.00	4913.82	
0.20	0.31	0.98	1.05	2108.00	3416.80	2572.00	4767.95	
0.17	0.28	1.01	1.06	2120.80	2817.60	2572.00	4364.84	
0.14	0.27	1.06	1.10	1384.00	2371.20	2462.40	3688.02	
0.12	0.28	1.10	1.14	1419.20	1793.60	2406.40	3319.92	
