acc_x	acc_y	acc_z	mag	dif_x	dif_y	dif_z	diff_mag
-0.80	-0.94	0.98	1.58	1739.20	1121.60	3041.60	3678.88	
-0.80	-0.91	0.96	1.54	1911.20	1444.00	3041.60	3871.58	
-0.77	-0.87	0.94	1.50	2512.80	1592.80	2749.60	4051.11	
-0.70	-0.82	0.94	1.44	3105.60	1759.20	2807.20	4540.91	
-0.60	-0.76	0.96	1.36	4006.40	2128.80	2946.40	5409.65	
-0.46	-0.67	1.00	1.29	4784.00	2643.20	2946.40	6209.22	
-0.29	-0.57	1.03	1.22	5353.60	3356.00	2946.40	6971.73	
-0.11	-0.46	1.06	1.16	5503.20	3392.00	2946.40	7104.38	
0.08	-0.35	1.13	1.18	5619.20	3463.20	1916.80	6873.38	
0.27	-0.25	1.17	1.23	5953.60	3606.40	1648.80	7153.32	
0.46	-0.12	1.20	1.30	5681.60	3758.40	1647.20	7008.52	
0.65	0.01	1.23	1.39	5477.60	4084.00	1212.80	6939.31	
0.82	0.14	1.23	1.48	5003.20	4137.60	1173.60	6597.66	
0.97	0.27	1.21	1.58	4197.60	3665.60	1503.20	5772.01	
1.10	0.38	1.19	1.66	3450.40	2895.20	1610.40	4783.39	
1.20	0.46	1.16	1.73	2750.40	2118.40	1523.20	3791.10	
1.26	0.52	1.14	1.77	2164.00	1494.40	1181.60	2883.11	
1.29	0.54	1.12	1.79	1698.40	1343.20	1437.60	2599.12	
1.29	0.56	1.10	1.78	1692.00	1200.00	1464.80	2539.39	
1.25	0.56	1.06	1.73	2118.40	1214.40	1464.80	2847.46	
1.19	0.53	1.02	1.66	2567.20	1559.20	1464.80	3341.74	
1.10	0.48	0.98	1.55	3212.00	2034.40	1306.40	4020.25	
0.98	0.40	0.92	1.41	4097.60	2495.20	1612.00	5061.12	
0.84	0.31	0.87	1.25	4579.20	2808.00	1545.60	5589.53	
0.70	0.22	0.85	1.12	4364.00	2920.00	1386.40	5430.75	
0.58	0.13	0.86	1.04	3876.80	2772.00	1658.40	5046.17	
0.46	0.04	0.88	0.99	3817.60	2654.40	2007.20	5064.46	
0.33	-0.05	0.92	0.98	3906.40	2725.60	2206.40	5249.48	
0.22	-0.15	0.95	0.99	3692.80	2812.80	2142.40	5112.58	
0.11	-0.24	0.98	1.02	3547.20	2753.60	2048.80	4935.84	
-0.00	-0.33	1.00	1.06	3282.40	2584.80	2048.80	4653.27	
-0.11	-0.42	1.02	1.11	2781.60	2353.60	2048.80	4180.23	
-0.19	-0.50	1.06	1.19	2633.60	2176.00	2048.80	3983.52	
-0.27	-0.57	1.11	1.28	2788.00	2184.00	1832.00	3987.36	
-0.34	-0.64	1.17	1.38	2788.00	2384.80	1469.60	3952.21	
-0.41	-0.72	1.20	1.46	2328.00	2177.60	1360.80	3466.02	
-0.46	-0.79	1.22	1.52	1829.60	1872.80	1161.60	2864.29	
-0.48	-0.83	1.23	1.56	1616.80	1509.60	1161.60	2498.45	
-0.49	-0.86	1.24	1.59	1313.60	1224.00	1161.60	2138.47	
-0.48	-0.89	1.25	1.61	1572.80	917.60	1405.60	2300.30	
-0.45	-0.89	1.27	1.62	2110.40	738.40	1405.60	2640.97	
-0.38	-0.88	1.31	1.62	2716.80	1072.80	1616.00	3338.17	
-0.28	-0.84	1.34	1.61	3564.00	1712.80	1320.80	4168.97	
-0.15	-0.78	1.36	1.57	4231.20	2556.80	781.60	5005.12	
0.00	-0.68	1.35	1.51	4507.20	3278.40	781.60	5627.94	
0.16	-0.56	1.35	1.47	4837.60	3857.60	633.60	6219.72	
0.32	-0.43	1.35	1.45	4888.80	4091.20	692.00	6412.27	
0.48	-0.28	1.35	1.46	5157.60	4588.80	692.00	6938.07	
0.65	-0.13	1.36	1.52	5265.60	5084.00	448.00	7333.10	
0.81	0.03	1.35	1.58	4728.00	5051.20	758.40	6960.16	
0.95	0.19	1.33	1.65	4121.60	4744.80	1042.40	6370.82	
1.07	0.33	1.30	1.72	3274.40	4104.80	1294.40	5408.01	
1.16	0.46	1.26	1.77	2460.80	3260.80	1270.40	4278.12	
1.21	0.55	1.23	1.81	1884.80	2539.20	1383.20	3451.56	
1.24	0.61	1.18	1.81	1344.80	1960.00	1905.60	3046.54	
1.24	0.64	1.11	1.79	1351.20	1369.60	2139.20	2877.10	
1.21	0.65	1.04	1.73	1713.60	1129.60	2260.80	3053.46	
1.16	0.63	0.97	1.64	2022.40	1472.00	2339.20	3424.73	
1.09	0.58	0.89	1.52	2417.60	1788.80	2308.80	3791.46	
1.00	0.52	0.80	1.38	2836.00	2100.80	2505.60	4328.31	
0.90	0.44	0.72	1.24	3169.60	2514.40	2345.60	4676.58	
0.81	0.36	0.67	1.11	3021.60	2694.40	2153.60	4585.61	
0.72	0.26	0.65	1.00	2870.40	2917.60	2040.80	4573.45	
0.62	0.17	0.63	0.90	2808.80	2930.40	1601.60	4363.68	
0.53	0.06	0.64	0.83	2964.80	3049.60	1606.40	4546.50	
0.43	-0.04	0.64	0.77	3028.80	3078.40	1606.40	4607.68	
0.33	-0.14	0.66	0.75	3140.00	3096.80	1639.20	4704.97	
0.23	-0.24	0.67	0.75	2924.00	2889.60	1639.20	4425.67	
0.14	-0.33	0.70	0.78	2507.20	2612.80	1653.60	3980.85	
0.06	-0.41	0.74	0.85	2443.20	2172.00	1724.00	3695.81	
-0.02	-0.48	0.80	0.93	2672.80	1976.00	1362.40	3592.29	
-0.11	-0.55	0.86	1.02	2675.20	1911.20	1467.20	3600.29	
-0.19	-0.62	0.92	1.13	2446.40	1938.40	2108.80	3766.87	
-0.27	-0.68	0.99	1.23	1996.00	1725.60	2462.40	3609.03	
-0.33	-0.73	1.06	1.33	1569.60	1412.00	2462.40	3243.58	
-0.36	-0.77	1.13	1.41	1149.60	1051.20	2429.60	2886.10	
-0.39	-0.79	1.20	1.49	1084.80	1004.80	2449.60	2861.29	
-0.40	-0.81	1.29	1.57	977.60	969.60	3050.40	3346.75	
-0.39	-0.81	1.39	1.66	1372.80	969.60	3416.80	3807.78	
-0.35	-0.81	1.50	1.74	2108.00	1258.40	3418.40	4208.65	
-0.27	-0.77	1.60	1.80	3019.20	1925.60	2660.80	4461.32	
-0.16	-0.72	1.68	1.84	3823.20	2546.40	1819.20	4940.70	
-0.04	-0.62	1.74	1.84	4323.20	3388.80	1547.20	5706.82	
0.11	-0.50	1.77	1.85	4996.80	4061.60	1547.20	6622.57	
0.27	-0.35	1.80	1.86	5166.40	4553.60	1547.20	7058.38	
0.44	-0.20	1.81	1.87	5534.40	5132.80	1527.20	7701.14	
0.61	-0.03	1.80	1.91	5374.40	5392.80	1741.60	7810.23	
0.78	0.14	1.76	1.93	4822.40	5298.40	2208.00	7496.92	
0.92	0.31	1.70	1.96	4087.20	4947.20	2596.00	6922.37	
1.03	0.46	1.61	1.97	3176.00	4280.00	3042.40	6136.90	
1.11	0.58	1.51	1.96	2372.00	3659.20	3362.40	5506.53	
1.15	0.66	1.40	1.93	1872.00	2816.80	3612.00	4948.26	
1.16	0.72	1.29	1.88	1391.20	2144.00	3732.00	4523.27	
1.15	0.74	1.16	1.79	1757.60	1373.60	3656.80	4283.47	
1.10	0.74	1.03	1.68	2155.20	1576.00	3571.20	4458.94	
1.03	0.70	0.91	1.54	2698.40	1861.60	3557.60	4837.71	
0.94	0.65	0.79	1.39	3016.80	2100.80	3519.20	5089.13	
0.84	0.58	0.68	1.23	2949.60	2339.20	3142.40	4903.74	
0.76	0.50	0.60	1.09	2787.20	2388.00	2696.00	4554.06	
0.68	0.42	0.56	0.97	2436.80	2431.20	2370.40	4179.42	
0.61	0.34	0.53	0.87	2184.00	2355.20	2120.80	3848.98	
0.54	0.25	0.50	0.78	2180.00	2436.00	1810.40	3736.85	
0.48	0.17	0.49	0.70	2037.60	2664.80	1502.40	3675.62	
0.41	0.07	0.49	0.64	2000.00	2953.60	1488.00	3864.96	
0.34	-0.04	0.51	0.62	1884.00	3253.60	1818.40	4176.36	
0.27	-0.16	0.57	0.65	2297.60	3662.40	2411.20	4950.36	
0.20	-0.28	0.66	0.74	2680.80	3840.00	2868.00	5491.60	
0.11	-0.41	0.76	0.87	3092.80	4001.60	2587.20	5680.83	
0.01	-0.55	0.85	1.01	3313.60	4174.40	2826.40	6032.75	
-0.09	-0.68	0.95	1.17	3280.00	4100.80	2980.80	6038.22	
-0.19	-0.80	1.03	1.32	2971.20	3662.40	2980.80	5579.10	
-0.27	-0.91	1.12	1.47	2747.20	3198.40	3104.00	5235.62	
-0.32	-0.99	1.22	1.60	2387.20	2664.00	3234.40	4822.55	
-0.33	-1.04	1.33	1.72	1960.00	2078.40	3479.20	4501.80	
-0.33	-1.05	1.43	1.80	1986.40	1685.60	2886.40	3888.23	
-0.31	-1.03	1.51	1.85	2015.20	2159.20	2619.20	3947.58	
-0.26	-0.98	1.58	1.87	2201.60	2684.80	2227.20	4125.00	
-0.19	-0.89	1.64	1.88	2576.80	3329.60	1690.40	4536.91	
-0.10	-0.78	1.69	1.86	3013.60	3989.60	1617.60	5255.03	
0.00	-0.64	1.72	1.83	3424.00	4692.80	1617.60	6030.16	
0.12	-0.46	1.75	1.82	3521.60	5648.80	1494.40	6822.30	
0.24	-0.26	1.76	1.79	3132.80	6300.00	1386.40	7171.23	
0.34	-0.04	1.74	1.77	2797.60	6568.00	1890.40	7385.04	
0.44	0.18	1.69	1.75	2871.20	6440.80	2251.20	7402.40	
0.53	0.38	1.63	1.76	3051.20	6247.20	2552.00	7406.08	
0.63	0.58	1.57	1.78	2976.80	5936.80	2425.60	7070.39	
0.72	0.75	1.50	1.82	2601.60	5292.00	2828.00	6539.97	
0.78	0.89	1.41	1.85	2164.80	4632.00	3028.80	5942.68	
0.81	1.00	1.31	1.84	1678.40	3865.60	3260.80	5328.48	
0.82	1.06	1.21	1.80	1467.20	2782.40	3376.00	4614.30	
0.80	1.08	1.08	1.73	1767.20	2110.40	3116.00	4157.67	
0.76	1.06	0.97	1.63	2048.00	2390.40	3259.20	4531.08	
0.71	1.01	0.85	1.50	2340.80	2636.80	3469.60	4946.73	
0.64	0.93	0.73	1.34	2686.40	3031.20	3664.00	5461.67	
0.55	0.84	0.64	1.19	2760.00	3345.60	3552.80	5606.52	
0.47	0.73	0.57	1.04	2673.60	3191.20	3150.40	5220.82	
0.39	0.61	0.51	0.88	2297.60	3608.00	2949.60	5195.84	
0.31	0.48	0.47	0.74	1992.80	3628.00	2703.20	4943.78	
0.24	0.34	0.44	0.61	2011.20	3956.00	2386.40	5038.83	
0.17	0.20	0.43	0.51	1768.80	4376.80	2049.60	5146.44	
0.11	0.05	0.45	0.47	1660.00	4571.20	2341.60	5397.64	
0.06	-0.09	0.49	0.50	1372.80	4327.20	2341.60	5108.07	
0.02	-0.22	0.54	0.58	1148.00	4024.80	2341.60	4795.83	
-0.02	-0.35	0.61	0.71	1304.00	3952.80	1646.40	4476.12	
-0.07	-0.48	0.67	0.83	1526.40	4144.80	1668.00	4721.39	
-0.12	-0.62	0.73	0.97	1535.20	3724.80	2139.20	4561.49	
-0.17	-0.74	0.81	1.11	1296.80	3231.20	2240.80	4140.47	
-0.21	-0.84	0.90	1.25	960.80	2552.80	2832.00	3931.94	
-0.22	-0.92	0.98	1.36	903.20	1812.00	2620.00	3311.12	
-0.24	-0.97	1.06	1.46	731.20	1337.60	2852.00	3233.84	
-0.24	-1.00	1.16	1.56	725.60	1335.20	3644.00	3948.16	
-0.24	-1.02	1.28	1.65	794.40	1243.20	4059.20	4319.00	
-0.22	-1.02	1.40	1.75	1191.20	1263.20	4064.00	4419.36	
-0.18	-0.99	1.52	1.83	1524.80	1889.60	3817.40	4524.17	
-0.13	-0.94	1.63	1.89	1929.60	2508.00	3314.20	4582.29	
-0.06	-0.85	1.73	1.93	2328.80	3072.80	2784.60	4755.99	
0.03	-0.74	1.81	1.96	2876.00	3747.20	1974.20	5119.60	
0.14	-0.60	1.86	1.96	3225.60	4660.00	1974.20	6001.46	
0.25	-0.44	1.92	1.99	3703.20	5314.40	1450.20	6637.74	
0.38	-0.25	1.96	2.02	4092.80	5727.20	658.20	7070.01	
0.52	-0.06	1.95	2.02	4324.00	5765.60	1134.20	7295.58	
0.66	0.12	1.90	2.01	4104.80	5494.40	1805.40	7092.06	
0.78	0.29	1.83	2.01	3771.20	4990.40	2488.60	6731.95	
0.88	0.44	1.73	1.99	3366.40	4372.00	3335.00	6447.42	
0.96	0.57	1.61	1.95	2967.20	3807.20	3931.00	6225.10	
1.02	0.67	1.47	1.91	2302.40	3132.80	4581.40	6008.72	
1.04	0.74	1.31	1.83	1704.00	2220.00	5155.00	5865.67	
1.04	0.77	1.14	1.73	1776.00	1471.20	5572.80	6031.14	
1.01	0.77	0.96	1.59	2284.00	1452.00	5788.80	6390.24	
0.93	0.74	0.76	1.41	2874.40	1942.40	5402.40	6420.36	
0.84	0.68	0.58	1.23	3298.40	2328.80	5155.20	6548.19	
0.73	0.60	0.43	1.04	3346.40	2714.40	4511.20	6238.37	
0.63	0.51	0.31	0.87	3127.20	2909.60	3664.80	5628.14	
0.55	0.41	0.24	0.72	2797.60	3082.40	3068.80	5171.58	
0.47	0.30	0.19	0.59	2522.40	3199.20	2418.40	4737.73	
0.39	0.19	0.16	0.47	2428.80	3440.00	1844.80	4597.39	
0.32	0.07	0.15	0.36	2464.00	3652.00	1530.40	4663.75	
0.24	-0.05	0.16	0.29	2353.60	3620.00	1573.60	4595.66	
0.17	-0.17	0.18	0.30	1924.00	3448.00	1683.20	4292.28	
0.12	-0.29	0.22	0.38	1700.00	3259.20	1872.00	4125.14	
0.07	-0.39	0.29	0.49	1701.60	3093.60	2378.40	4257.06	
0.02	-0.50	0.39	0.63	1848.00	3156.00	2432.00	4392.05	
-0.04	-0.60	0.49	0.78	2096.80	3250.40	2905.60	4837.79	
-0.11	-0.71	0.61	0.94	2332.80	3157.60	3539.20	5285.67	
-0.18	-0.82	0.73	1.11	2044.80	2854.40	4048.00	5358.65	
-0.24	-0.90	0.88	1.28	1691.20	2339.20	4714.40	5527.89	
-0.27	-0.97	1.05	1.45	1293.60	1980.00	5426.20	5919.24	
-0.28	-1.00	1.20	1.58	1132.80	1661.60	5316.60	5684.22	
-0.26	-1.02	1.36	1.72	1707.20	1464.00	5645.20	6076.69	
-0.23	-1.01	1.51	1.83	2176.80	1813.60	5138.80	5868.12	
-0.16	-0.97	1.65	1.92	2836.80	2581.60	4264.40	5735.61	
-0.08	-0.90	1.77	1.99	3259.20	3088.00	3358.80	5607.11	
0.03	-0.80	1.86	2.02	3765.60	3764.80	2506.80	5885.36	
0.16	-0.67	1.92	2.04	4325.60	4572.00	1976.40	6596.98	
0.31	-0.50	1.96	2.05	4615.20	5247.20	1272.40	7102.97	
0.46	-0.33	1.98	2.06	4696.00	5732.00	517.40	7428.05	
0.60	-0.14	1.97	2.07	4122.40	5359.20	517.40	6781.07	
0.72	0.02	1.95	2.08	3462.40	5077.60	1065.40	6237.41	
0.80	0.16	1.90	2.07	2992.80	4392.00	1638.20	5561.49	
0.86	0.28	1.84	2.05	2332.80	3624.00	2166.20	4823.67	
0.90	0.38	1.75	2.00	1910.40	3117.60	2854.20	4638.48	
0.91	0.45	1.64	1.93	1530.40	2440.80	3520.60	4549.09	
0.90	0.50	1.52	1.83	1747.20	1633.60	4128.60	4771.45	
0.86	0.52	1.37	1.70	1940.80	928.80	4804.60	5264.37	
0.81	0.52	1.21	1.54	2100.00	1022.40	5418.20	5900.19	
0.74	0.49	1.03	1.36	2326.40	1188.80	5364.00	5966.40	
0.66	0.45	0.86	1.17	2427.20	1431.20	5055.20	5787.46	
0.57	0.39	0.70	0.99	2336.80	1579.20	4482.40	5295.89	
0.49	0.33	0.57	0.82	2355.20	1713.60	3954.40	4911.28	
0.42	0.27	0.45	0.67	2319.20	1892.80	3266.40	4430.66	
0.35	0.21	0.36	0.54	2021.60	1873.60	2600.00	3789.10	
0.29	0.16	0.29	0.44	1804.80	1712.00	2025.60	3208.01	
0.25	0.10	0.24	0.36	1611.20	1651.20	1349.60	2672.80	
0.21	0.04	0.21	0.30	1611.20	1796.00	1020.00	2619.54	
0.16	-0.02	0.19	0.25	1552.00	1857.60	732.80	2529.11	
0.12	-0.08	0.19	0.24	1359.20	1772.00	577.60	2306.74	
0.08	-0.14	0.20	0.26	1314.40	1744.80	793.60	2324.17	
0.05	-0.20	0.22	0.31	1097.60	1562.40	1098.40	2202.79	
0.03	-0.26	0.26	0.37	930.40	1540.00	1503.20	2344.54	
0.01	-0.31	0.32	0.45	1075.20	1817.60	2152.00	3015.10	
-0.03	-0.39	0.40	0.56	1458.40	2376.00	3247.20	4279.79	
-0.09	-0.47	0.52	0.71	1965.60	2718.40	4108.00	5303.67	
-0.16	-0.57	0.65	0.88	2148.00	3014.40	4349.60	5711.35	
-0.22	-0.67	0.78	1.05	2026.40	3048.00	4364.00	5695.71	
-0.27	-0.77	0.93	1.23	1844.80	2840.80	4943.20	5992.38	
-0.30	-0.85	1.11	1.43	1589.60	2533.60	5695.80	6433.36	
-0.30	-0.91	1.28	1.60	1612.80	2356.80	5371.80	6083.74	
-0.27	-0.95	1.45	1.75	2275.20	2152.80	4882.20	5800.60	
-0.22	-0.97	1.60	1.88	3104.80	1827.20	4082.20	5444.52	
-0.14	-0.95	1.72	1.97	3864.80	2512.00	2987.00	5492.63	
-0.03	-0.88	1.81	2.01	4510.40	3443.20	1879.80	5977.71	
0.11	-0.77	1.87	2.03	5119.20	4328.00	1638.20	6900.83	
0.27	-0.62	1.92	2.04	5452.80	5178.40	1623.80	7693.22	
0.45	-0.45	1.97	2.07	5295.20	5703.20	1004.60	7846.96	
0.61	-0.27	2.00	2.11	4761.60	5898.40	93.40	7581.07	
0.76	-0.08	1.97	2.11	4194.40	5749.60	994.20	7186.05	
0.88	0.10	1.92	2.12	3532.00	5531.20	1467.80	6724.85	
0.98	0.27	1.86	2.12	2702.40	4955.20	1983.80	5982.68	
1.05	0.42	1.78	2.11	1942.40	4055.20	2533.40	5160.98	
1.08	0.53	1.69	2.07	1296.80	3124.00	3160.60	4629.30	
1.08	0.61	1.57	2.00	1299.20	2239.20	3827.80	4621.04	
1.05	0.66	1.43	1.89	1621.60	1388.80	4651.00	5117.63	
1.00	0.67	1.26	1.74	1984.80	864.00	5597.40	6001.40	
0.94	0.67	1.06	1.57	2280.80	1011.20	6356.00	6828.13	
0.86	0.65	0.85	1.38	2567.20	1167.20	5948.00	6582.67	
0.78	0.61	0.67	1.20	2621.60	1460.00	5474.40	6242.87	
0.70	0.57	0.52	1.04	2465.60	1628.80	4958.40	5772.17	
0.62	0.51	0.40	0.89	2235.20	1816.00	4408.80	5266.07	
0.54	0.44	0.30	0.76	2177.60	2017.60	3781.60	4807.61	
0.47	0.36	0.24	0.64	2135.20	2332.80	3114.40	4438.53	
0.39	0.28	0.20	0.52	2180.80	2532.80	2291.20	4052.23	
0.31	0.18	0.18	0.40	2199.20	3004.00	1772.80	4123.51	
0.24	0.09	0.19	0.32	2034.40	2852.80	1772.80	3926.84	
0.18	0.00	0.21	0.27	1748.00	2792.80	1772.80	3741.40	
0.13	-0.09	0.23	0.28	1620.00	2539.20	1760.00	3488.49	
0.08	-0.17	0.27	0.33	1571.20	2566.40	1401.60	3319.57	
0.03	-0.26	0.31	0.40	1627.20	2620.80	1737.60	3540.57	
-0.02	-0.36	0.37	0.51	1561.60	2767.20	2464.00	4020.86	
-0.08	-0.46	0.45	0.65	1586.40	2870.40	3371.20	4703.28	
-0.14	-0.56	0.56	0.80	1794.40	3040.00	4119.20	5424.88	
-0.20	-0.67	0.66	0.96	1668.80	2737.60	4427.20	5466.21	
-0.25	-0.75	0.77	1.11	1744.80	2747.20	4427.20	5494.68	
-0.30	-0.84	0.90	1.27	1744.80	2694.40	4985.60	5929.61	
-0.32	-0.92	1.08	1.45	1744.80	2655.20	6102.20	6879.77	
-0.33	-0.98	1.26	1.64	1744.80	2459.20	5972.60	6690.59	
-0.32	-1.03	1.44	1.80	2085.60	2068.80	5176.60	5952.05	
-0.29	-1.03	1.60	1.92	2824.00	2036.80	4058.20	5347.20	
-0.22	-0.98	1.72	1.99	3760.80	2907.20	2895.00	5565.65	
-0.11	-0.89	1.81	2.02	4460.80	3856.80	1983.00	6221.41	
0.03	-0.76	1.87	2.01	5050.40	4895.20	1675.00	7230.16	
0.19	-0.58	1.91	2.01	5494.40	5962.40	1675.00	8279.15	
0.36	-0.38	1.96	2.03	5262.40	6596.80	1116.60	8512.19	
0.51	-0.17	1.98	2.05	4679.20	6862.40	568.60	8325.31	
0.63	0.04	1.95	2.05	4056.80	6479.20	1015.00	7711.54	
0.74	0.24	1.90	2.05	3408.80	5844.80	1619.00	6957.21	
0.82	0.42	1.83	2.05	2720.00	5016.80	2283.80	6146.74	
0.88	0.58	1.73	2.03	1783.20	4174.40	3246.20	5580.61	
0.90	0.70	1.60	1.97	1083.20	3224.80	4183.80	5392.29	
0.89	0.79	1.45	1.87	1399.20	2186.40	5149.40	5766.67	
0.85	0.84	1.26	1.74	1837.60	1119.20	5950.20	6327.26	
0.78	0.84	1.06	1.57	2230.40	987.20	6608.80	7044.54	
0.71	0.82	0.86	1.38	2082.40	1303.20	6140.80	6613.94	
0.65	0.78	0.69	1.23	1796.00	1488.80	5694.40	6153.73	
0.60	0.73	0.54	1.09	1741.60	1740.00	5090.40	5654.46	
0.54	0.67	0.41	0.95	2032.00	2158.40	4575.20	5451.62	
0.47	0.59	0.30	0.81	2326.40	2597.60	3612.80	5021.15	
0.39	0.50	0.23	0.68	2343.20	2840.00	2675.20	4551.14	
0.32	0.41	0.19	0.55	2127.20	2901.60	1709.60	3983.34	
0.25	0.31	0.17	0.43	1690.40	2872.00	1204.00	3543.37	
0.20	0.21	0.17	0.33	1351.20	2960.00	1240.00	3482.09	
0.15	0.11	0.19	0.27	1576.00	3044.80	1240.00	3645.84	
0.10	0.00	0.22	0.24	1776.80	3262.40	872.80	3816.03	
0.04	-0.12	0.25	0.28	1804.80	3565.60	983.20	4115.52	
-0.02	-0.24	0.29	0.37	1755.20	3473.60	1612.00	4212.50	
-0.09	-0.35	0.34	0.49	1658.40	3271.20	1901.60	4131.24	
-0.14	-0.45	0.39	0.61	1476.80	3073.60	1774.40	3844.01	
-0.19	-0.55	0.44	0.73	1604.80	3057.60	1979.20	3980.14	
-0.25	-0.65	0.50	0.86	1811.20	3002.40	2274.40	4179.44	
-0.31	-0.76	0.58	1.00	1828.80	2889.60	2888.00	4476.03	
-0.36	-0.85	0.69	1.16	1547.20	2777.60	3751.20	4917.36	
-0.40	-0.94	0.83	1.31	1346.40	2416.00	4120.00	4962.28	
-0.44	-1.01	0.96	1.46	1229.60	1861.60	3928.00	4517.37	
-0.46	-1.07	1.09	1.60	988.80	1535.20	3628.80	4062.36	
-0.47	-1.11	1.21	1.71	728.80	1298.40	3608.00	3903.16	
-0.46	-1.14	1.33	1.81	1136.00	1186.40	3904.80	4236.21	
-0.42	-1.16	1.46	1.91	1810.40	918.40	3971.20	4459.98	
-0.36	-1.15	1.58	1.99	2441.60	954.40	3676.00	4515.00	
-0.28	-1.14	1.68	2.05	2868.80	1293.60	3026.40	4366.06	
-0.17	-1.10	1.77	2.09	3435.20	1619.20	2180.00	4378.90	
-0.05	-1.03	1.84	2.11	3865.60	2109.60	1818.20	4764.36	
0.08	-0.95	1.88	2.11	4347.20	2664.00	1491.00	5312.07	
0.23	-0.86	1.90	2.10	4451.20	2949.60	1161.40	5464.63	
0.37	-0.77	1.90	2.08	4356.80	2980.80	1167.00	5406.36	
0.51	-0.67	1.88	2.06	4260.00	2972.80	1599.80	5435.49	
0.65	-0.58	1.82	2.02	3845.60	2718.40	2499.80	5331.73	
0.78	-0.51	1.73	1.97	3797.60	2369.60	2877.40	5321.30	
0.92	-0.44	1.63	1.93	3975.20	2100.00	3360.60	5613.01	
1.06	-0.37	1.52	1.89	3968.00	1963.20	3863.00	5875.54	
1.20	-0.31	1.40	1.87	4270.40	1640.80	4213.40	6219.43	
1.34	-0.26	1.26	1.86	3870.20	1352.00	4420.80	6029.08	
1.46	-0.22	1.11	1.84	3592.60	1133.60	4620.00	5961.23	
1.57	-0.19	0.95	1.84	3393.40	1028.80	4717.60	5901.64	
1.67	-0.17	0.83	1.87	3042.20	844.00	4284.80	5322.30	
1.76	-0.15	0.74	1.92	2782.20	844.00	3384.80	4462.04	
1.85	-0.15	0.68	1.98	2199.00	844.00	3235.20	4001.81	
1.92	-0.14	0.63	2.02	1594.20	774.40	2693.60	3224.38	
1.95	-0.15	0.62	2.05	957.40	933.60	2232.00	2601.93	
1.96	-0.16	0.62	2.06	883.80	1083.20	2232.00	2633.68	
1.92	-0.19	0.62	2.02	1395.80	1212.00	2232.00	2898.11	
1.87	-0.22	0.61	1.98	1735.00	1292.00	2232.00	3108.27	
1.82	-0.26	0.60	1.93	1735.00	1292.00	2232.00	3108.27	
1.74	-0.36	0.55	1.86	2484.60	3182.40	3792.80	5539.52	
1.59	-0.42	0.47	1.71	5178.20	3073.60	4101.60	7285.87	
1.42	-0.50	0.43	1.57	5503.80	3210.40	3728.80	7382.58	
1.21	-0.52	0.39	1.38	6853.40	3147.20	4073.60	8571.36	
1.00	-0.53	0.33	1.18	6878.40	2873.60	4381.60	8646.87	
0.79	-0.53	0.27	0.99	6388.00	2853.60	4296.80	8210.49	
0.61	-0.53	0.21	0.83	5876.00	2853.60	3951.20	7634.29	
0.44	-0.52	0.15	0.70	5635.20	2853.60	3595.20	7268.01	
0.28	-0.51	0.12	0.60	5635.20	2811.20	2676.80	6842.78	
0.12	-0.51	0.11	0.53	4918.40	2826.40	2369.60	6147.70	
-0.02	-0.44	0.14	0.46	2224.80	1879.20	2369.60	3754.48	
-0.08	-0.40	0.19	0.45	1899.20	1923.20	837.60	2829.71	
-0.12	-0.34	0.17	0.40	549.60	499.20	650.40	987.06	
-0.12	-0.33	0.18	0.39	527.20	144.80	778.40	951.22	
-0.11	-0.33	0.19	0.39	363.20	144.80	600.80	716.83	
-0.10	-0.33	0.19	0.39	274.40	160.80	600.80	679.79	
-0.10	-0.33	0.19	0.39	316.00	184.00	600.80	703.33	
-0.09	-0.33	0.20	0.39	272.80	190.40	536.00	630.85	
-0.08	-0.33	0.20	0.39	353.60	192.80	589.60	714.03	
-0.07	-0.33	0.21	0.40	349.60	206.40	600.80	725.11	
-0.06	-0.33	0.21	0.40	314.40	218.40	549.60	669.78	
-0.05	-0.34	0.22	0.40	328.00	218.40	755.20	851.83	
-0.04	-0.34	0.24	0.42	400.00	218.40	757.60	884.11	
0.01	-0.33	0.37	0.50	1675.20	404.80	4553.60	4868.82	
-0.18	-0.48	0.55	0.75	8006.40	5083.20	6015.00	11230.39	
-0.09	-0.59	0.32	0.68	10956.80	5083.20	13213.40	17902.08	
-0.09	-0.61	0.10	0.62	10956.80	5024.80	13213.40	17885.58	
-0.10	-0.61	-0.10	0.62	11510.40	5022.40	13213.40	18229.31	
-0.11	-0.60	-0.15	0.63	11485.60	5356.80	13213.40	18308.69	
-0.09	-0.58	-0.11	0.60	11981.60	5494.40	14429.40	19543.66	
-0.08	-0.57	-0.11	0.58	11913.60	5442.40	14223.80	19335.72	
-0.07	-0.57	-0.13	0.59	11832.80	5340.00	14967.80	19813.27	
-0.08	-0.57	-0.14	0.59	12018.40	5340.00	14967.80	19924.67	
-0.12	-0.57	-0.28	0.64	10835.20	5245.60	15555.00	19669.16	
0.09	-0.41	-0.46	0.62	4067.20	4614.40	9644.80	11439.27	
0.01	-0.28	-0.23	0.36	1615.20	1136.00	9826.40	10022.85	
0.00	-0.26	-0.01	0.26	1568.80	944.00	9266.40	9445.55	
-0.00	-0.24	0.17	0.29	1745.60	525.60	4296.00	4666.80	
